user_id,mean_gap,median_gap,sd_gap
679,0.627906976744186,0,0.9764672918705589
680,0.627906976744186,0,1.0915968166810772
681,1.2666666666666666,1,1.436790804568276
682,2.526315789473684,2,2.589903924700931
683,1.72,2,1.69607389776114
688,5.181818181818182,6,3.709937514788674
689,3.0588235294117645,2,4.814958310246493
691,0.7837837837837838,1,1.0037467347431361
693,1.6538461538461537,0.5,2.018758186456371
694,1.1935483870967742,0,1.7401025800932863
695,1.0588235294117647,0.5,1.324390688274108
699,2.8125,3,2.535580144003866
700,1.1612903225806452,0,1.6349673634571098
701,0.15,0,0.4443620450923369
702,1.3,1,1.600646421142796
703,2.6666666666666665,3,2.42535625036333
705,1.0625,0,1.5437177579237185
706,1.4137931034482758,1,1.6370103712759503
707,1.15625,0,1.5680144625731962
708,1.0606060606060606,1,1.3448836831533504
709,2.142857142857143,1,2.495710605933995
710,0.9428571428571428,1,1.136114563994762
712,2.526315789473684,3,2.5026301953618404
713,1.0606060606060606,0,1.7489174140628028
714,1.8,1,2.661453237111885
717,2.473684210526316,0,2.7561732942741783
718,1.5185185185185186,1,1.695477476890765
720,0.9428571428571428,0,1.2820676577277803
721,0.2777777777777778,0,0.6269623282193989
722,0.8888888888888888,1,1.1155467020454342
723,1.9166666666666667,0.5,2.33901998553959
724,1.0909090909090908,1,1.2836382951311762
727,0.75,0,1.031553471276484
728,0.8888888888888888,1,1.0358647947564745
729,1.6153846153846154,0,2.0214237176193035
730,2.2857142857142856,1,2.390457218668787
731,2.1904761904761907,1,2.3583690894142846
732,0.6666666666666666,0,0.8742011452042504
733,1.5,1,1.7492855684535902
734,1.72,1,1.837570860311696
735,2.238095238095238,3,1.813966976126134
736,0.7692307692307693,0,1.0872838795907045
737,5.9,5.5,4.931756504757937
738,0.627906976744186,0,0.8458091593248356
739,3.466666666666667,4,2.2949219304078006
740,1.3636363636363635,1,1.1200649331826502
741,1.2333333333333334,1,1.3565507307349296
743,1.6153846153846154,2,1.3289672103381054
744,1.0294117647058822,0.5,1.3592621464926111
745,1.3793103448275863,1,1.7609614480944427
746,1.72,1,2.2825424421026654
747,2.5789473684210527,1,2.1938243997813553
748,2.238095238095238,2,2.3217399058628834
749,2.526315789473684,2,2.365690433693761
750,2.5,2,2.417044737516849
751,1.7916666666666667,1,2.501810938303391
753,1.5925925925925926,1,2.3576268912626013
754,2.2857142857142856,1,2.2614786566062732
755,0.9444444444444444,0,1.2636555689053077
756,4.75,5,3.693623849670827
757,1.4814814814814814,1,1.5284575022493547
758,1.2580645161290323,1,1.7120697403140226
759,2.7777777777777777,2.5,2.602160992341819
760,1.8695652173913044,1,2.1384860368130227
761,1.3214285714285714,1,1.441541649777185
762,1.4285714285714286,0.5,1.7935805576921313
763,2.9411764705882355,2,2.9889502386978215
764,2.0434782608695654,1,2.8679777618886355
765,1.72,1,1.9689252567496478
767,0.7,0,1.2236976331741014
768,1.0606060606060606,1,1.0879853497231113
769,2.888888888888889,3,2.654383475307765
770,0.7894736842105263,0.5,0.9907107668805698
771,0.7948717948717948,0,1.4359938274952955
772,1.4137931034482758,1,1.8228165290347154
773,1.9130434782608696,1,2.1087058391832496
774,16,16,11.313708498984761
775,1.4814814814814814,1,1.7839103627526194
777,1.4285714285714286,0,1.9518001458970664
778,1.4642857142857142,2,1.452511053241372
779,1.3793103448275863,1,1.6778769132330866
780,2.090909090909091,1,2.2658771224846097
781,2.090909090909091,1,2.974640288923158
782,3.3333333333333335,5,2.919556391613206
784,2.3,1,2.903718124640961
786,1.3103448275862069,1,1.4168236173079471
787,0.717948717948718,0,1.0246621509632987
788,1.7916666666666667,1,3.092475674455896
789,1.875,1,2.1732064068920196
790,0.8648648648648649,0,1.1585949863271212
791,1.09375,0,1.6917136759186888
792,1.1935483870967742,1,1.166743469054207
793,1,0,1.3257359305592338
794,1.125,0,1.862187406112465
795,0.25925925925925924,0,0.5887365809129761
797,4.384615384615385,4,4.388212649406391
798,2.1818181818181817,1,2.938032442304651
799,1.5,1,1.7743021580745904
800,1.09375,0,1.6136389451055309
801,1.4285714285714286,0,2.0444789507094905
803,1.68,1,1.7492855684535902
804,1.4285714285714286,1,1.7305227518611233
806,0.9714285714285714,0,1.1753776435861016
807,1.5555555555555556,1,1.5021352323976216
808,0.6666666666666666,0,0.9283257067894753
810,1.2258064516129032,1,1.4308430479815
811,1.4285714285714286,0,1.9134721480532872
813,2,1,2.8284271247461903
814,1.125,1,1.1845783243211963
816,1.1875,1,1.1482806221027917
818,0.7073170731707317,0,1.0306285082177862
820,1.2258064516129032,1,1.3591584999392048
821,0.6666666666666666,0,0.9542374472273958
822,2.1818181818181817,1.5,2.038588765750502
823,0.75,0,1.3728129459672882
825,1.5384615384615385,1,2.1768007576398762
826,0.8918918918918919,1,1.1250625608230707
827,1.15625,0,1.5680144625731962
828,1.2666666666666666,0,1.7406565018610836
830,1.4285714285714286,0.5,1.9893898455737522
832,1.3793103448275863,1,1.5678418538927112
833,1.4642857142857142,1,1.773929366357465
834,1.5769230769230769,1,2.318155765656431
835,2.090909090909091,1,2.091003197581097
837,0.6428571428571429,0,1.0551020889555982
839,0.7692307692307693,0,1.1346582713365951
840,1.3448275862068966,1,1.3699807628723821
841,1.2666666666666666,0,1.7005746155310286
843,0.8857142857142857,0,1.4301671759834595
844,0.5555555555555556,0,0.8932971498777985
845,1.6538461538461537,2,1.5733355063001073
847,1.4285714285714286,0.5,1.7935805576921313
848,0.6585365853658537,0,0.9901958416788311
849,0.7435897435897436,0,1.2294189624189127
850,1.3793103448275863,1,1.2367524611846565
851,1.125,0,1.80947327926861
852,0.7948717948717948,0,1.1960348344576621
853,0.6428571428571429,0,0.9058462845809981
854,0.6666666666666666,0,1.0515184529577069
855,1.68,1,2.1354156504062622
856,1.2258064516129032,0,1.5211766809360627
857,0.7,0,1.1140133037920332
858,1.0606060606060606,0,1.5398740601789878
859,0.8888888888888888,1,1.0358647947564745
860,1.3448275862068966,1,1.717054414417017
861,2.2857142857142856,2,1.953019640015357
862,2.7777777777777777,2.5,2.7128356242468885
863,4,1,7.187952884282608
864,0.8421052631578947,0,1.4616968256932834
865,0.9444444444444444,0,1.6378460497066512
866,1.7272727272727273,1,2.1642510676866222
867,0.5,0,0.7817359599705717
868,0.7435897435897436,0,1.1172793251547948
869,0.8157894736842105,1,1.0095560479439742
870,1.8571428571428572,1,2.1280440382124213
871,1.125,0,1.699145895499721
872,0.6428571428571429,0,0.9581849857407257
873,1,0,1.3919410907075054
874,1.2580645161290323,1,1.5484990998917603
875,0.8888888888888888,0,1.3685817012571346
876,4.166666666666667,3,5.036533199202271
877,0.5,0,0.960324019392529
878,8,8,NA
879,0.6666666666666666,0,1.2428658202535265
880,1.0909090909090908,0,1.6462767910431322
881,1.5925925925925926,1,2.0049795559912873
882,0.725,0,1.3202078313465337
884,0.5217391304347826,0,1.2245476341133326
885,0.5,0,1.0274023338281628
886,0.15,0,0.4443620450923369
887,2.05,1,2.964260802504253
888,0.5333333333333333,0,0.8944271909999159
889,0.36,0,0.7216760537322908
890,4.75,3,4.5151260930746595
891,1.68,1,2.0960279896349987
892,0.5714285714285714,0,0.9407536455431823
893,1.3448275862068966,1,1.5873576892110792
894,2.35,1,3.065512750104398
895,0.9714285714285714,0,1.3609191160153988
896,0.4583333333333333,0,0.713347915274833
897,1.0606060606060606,1,1.2231974988578587
898,2.35,2,2.5807995497111884
899,1.5925925925925926,0,2.649517507008214
900,0.8918918918918919,0,1.5235883044055312
901,1.826086956521739,2,1.556574733569118
902,1.2758620689655173,1,1.6668308621910952
905,0.9714285714285714,0,1.2481919697215291
907,0.7894736842105263,0,1.3184326226128673
908,2.0454545454545454,1,2.339663645489662
909,1.2666666666666666,1,1.3879613761229797
910,2.5789473684210527,3,2.364454117730729
911,1.3448275862068966,1,1.4946538555074387
912,0.7073170731707317,0,1.0306285082177862
913,2.7222222222222223,1,3.9527437314523626
914,0.8648648648648649,0,1.1823273226555742
916,1.875,1,1.962972457668527
917,1.15625,0,1.7433629903519898
918,1.0588235294117647,1,1.1531557878035135
919,0.75,0,1.2351684199496948
920,0.9166666666666666,0,1.4417251570848824
921,1.64,1,1.9553345834749953
922,2.238095238095238,2,1.2611408289624877
923,0.7692307692307693,0,0.9586596581065523
924,0.8157894736842105,0,1.1591064395751498
925,1,0,1.4354811251305468
926,0.48936170212765956,0,1.0606056601430498
927,2.0434782608695654,1,3.8076270452100505
928,0.8888888888888888,0,1.3475433261580185
929,0.38,0,0.6966391622992348
930,0.9705882352941176,0,1.3367825261730646
932,1.4642857142857142,1,1.914508792182453
933,0.9142857142857143,0,1.59726657268024
934,1.3333333333333333,2,1.093344547181068
935,0.627906976744186,0,1.0005535566435566
936,0.7894736842105263,0,1.378559662304104
937,1.4285714285714286,1,1.2301331282538135
938,2.45,2,2.0894471693929497
940,0.7948717948717948,1,0.9508856586164727
941,0.46808510638297873,0,0.9053239590667611
942,1.5185185185185186,2,1.0513862779269594
943,1.3793103448275863,0,1.8787114334687767
944,0.725,0,1.061868213369297
945,0.5333333333333333,0,0.8146387933534492
946,0.7073170731707317,1,0.7497967204190877
947,1.0588235294117647,0,1.4342388218903674
948,0.5348837209302325,0,0.9347481761543696
949,0.8888888888888888,0,1.3475433261580185
950,0.4583333333333333,0,0.8240618994859532
951,0.4375,0,0.711792762094567
953,1.68,1,2.055885859347903
954,0.6666666666666666,0,1.2815133330419266
955,0.4583333333333333,0,0.8240618994859532
956,1.2580645161290323,1,1.6526290556864007
957,1.5555555555555556,1,1.3959648809042255
958,0.7631578947368421,0.5,0.9133901959574143
959,2.6875,1.5,2.9601520231231366
960,1.5185185185185186,1,1.7622182343322592
961,1.1612903225806452,1,1.593670275256635
962,0.8157894736842105,0,1.111494323042845
963,0.46808510638297873,0,0.7178186712348447
964,2,2,NA
965,0.6341463414634146,0,1.1348149091586612
966,0.4,0,0.8806305718527109
967,1.3793103448275863,0,1.953271854084984
968,1.0294117647058822,0.5,1.6964364453732803
969,2.5,2.5,2.164303704731799
970,1.3333333333333333,1,1.1547005383792515
971,0.7894736842105263,0,1.3184326226128673
972,0.627906976744186,0,1.175610394928716
973,1.4137931034482758,1,1.6370103712759503
974,1.1290322580645162,0,1.6277169181376097
975,2.3333333333333335,1,2.614064523559687
976,2.7777777777777777,3.5,2.646986200891954
977,1.0294117647058822,1,1.1142409868727206
978,3,2,3.24037034920393
979,1.2258064516129032,1,1.175008579241157
980,2.1904761904761907,1,1.8335497707738293
983,0.7692307692307693,0,1.2661906911665246
984,11.2,1,20.203960007879644
985,0.8918918918918919,0,1.2645549015756885
987,1.9130434782608696,1,2.043015673820997
988,4.3076923076923075,5,3.6374124361651967
989,4.2727272727272725,5,2.8316394223456167
990,0.4583333333333333,0,0.8494887907875882
991,0.8333333333333334,0.5,1.082325538564332
992,0.9714285714285714,0,1.3391330445196137
993,0.7948717948717948,0,1.2392588442818975
994,5.5,6,3.3166247903554
996,0.7073170731707317,0,1.0546066195274992
997,0.7894736842105263,0,1.255429176898355
998,1.0625,0,1.605183136974036
999,0.48936170212765956,0,0.8307236349303072
1e3,1,0,1.6007810593582121
1001,1.03125,1,1.2822453843966262
1002,0.5454545454545454,0,0.8478302115714426
1003,1.3571428571428572,0.5,1.6603053202991782
1004,1.6153846153846154,1.5,1.8127751780499
1005,0.7073170731707317,0,1.1234745755695674
1006,1.125,0,1.8447834036687378
1007,2.6666666666666665,2,2.6121886248440607
1008,1.0606060606060606,0,1.4564381625088383
1009,1,0,1.4142135623730951
1010,2.238095238095238,2,2.547641299413281
1011,0.725,0,1.154422932764378
1012,1.4137931034482758,1,1.4520242367937435
1013,1.0294117647058822,0,1.5272334686406612
1014,0.7073170731707317,0,1.0780515395616388
1015,1.5555555555555556,1,1.4232501627054275
1017,1.68,1,1.725301905947671
1018,0.8648648648648649,0,1.5304712811230214
1019,1.0606060606060606,0,1.4348212854610574
1020,1.3333333333333333,1,1.5610194134588469
1021,1.0606060606060606,1,1.5600359358720302
1022,1.4,0,1.9841477024816367
1023,0.5813953488372093,0,0.7632186898584705
1024,3.7142857142857144,2.5,5.1950948970168955
1026,1.15625,0,1.5680144625731962
1027,1.15625,1,1.393750452046795
1028,0.8648648648648649,0,1.2944789205219511
1029,0.6428571428571429,0,1.0317266742280093
1030,0.9428571428571428,0,1.4130246478608166
1032,1.3,1,1.6431676725154984
1033,1.6153846153846154,1.5,1.5767542123469485
1034,1.5185185185185186,1,1.396984950372391
1035,2.0454545454545454,0.5,2.3192213949487184
1036,1.0588235294117647,1,1.1531557878035135
1037,3,4,2.622022120425379
1038,0.9142857142857143,0,1.37992814330032
1039,1.5384615384615385,1,2.1950994370327597
1040,1.5,1,1.9235384061671346
1041,1.3103448275862069,1,1.4905283884741312
1042,0.8888888888888888,0,1.545089507860819
1044,1.4137931034482758,1,1.6150462483274135
1045,0.36,0,0.662709343128183
1046,0.7894736842105263,0,1.1188288939258573
1047,2.1363636363636362,2,1.5825071893451241
1048,3,3,2.57390753524675
1050,0.9428571428571428,0,1.2820676577277803
1051,1.8333333333333333,1,1.9927404479142845
1052,1.1875,1,1.4241579289010096
1053,1.2666666666666666,2,1.284746944983205
1054,1.4444444444444444,1,1.3959648809042255
1055,0.8648648648648649,0,1.3157626044356296
1056,1.3448275862068966,1,1.203443335628631
1057,5.090909090909091,5,3.0151134457776365
1058,1.3793103448275863,1,1.9163542973843455
1059,1.15625,1,1.4834435744947219
1060,1.2758620689655173,1,1.3064825110670781
1061,0.7948717948717948,1,0.8006407690254357
1062,3.9285714285714284,4,4.999450519257641
1063,0.7692307692307693,1,0.8417256229267932
1064,0.7,0,1.1367971201176101
1065,1.3448275862068966,1,2.1426929329528552
1066,1,0,1.3503812097939996
1067,2.473684210526316,2,2.4122009556196593
1068,8,8,NA
1069,0.38,0,0.8780776777502463
1070,0.5909090909090909,0,0.9479029932258871
1071,2.823529411764706,2,2.007339474206065
1072,0.8378378378378378,0,1.554804623551595
1073,1.6153846153846154,1,2.0411158335954003
1074,1.7916666666666667,1,2.1463653132612386
1075,0.9428571428571428,0,1.4540583599999397
1076,2.090909090909091,1,2.158242029525108
1077,0.8378378378378378,0,1.2804841426740277
1079,2.4,2,2.137386500526187
1080,1.0909090909090908,1,1.2836382951311762
1081,1.6923076923076923,1,1.6677944901990958
1082,0.4166666666666667,0,0.6789645850863051
1083,1.0294117647058822,0,1.5664144371616047
1084,1.125,0,1.6412033350858064
1085,1.125,1,1.157026221578126
1086,1.6923076923076923,1,2.0350770161196508
1087,0.5217391304347826,0,0.9600724610334277
1088,0.8888888888888888,0,1.2823589374447564
1089,1.15625,1,1.322494588073566
1090,3.25,2,3.4351128074635335
1091,1.0588235294117647,0,1.5558526157235564
1092,2.411764705882353,1,2.895229341723462
1093,0.9714285714285714,1,1.2244017575393895
1094,6.444444444444445,6,4.216370213557839
1095,1.565217391304348,1,1.6466518911393766
1096,0.8648648648648649,0,1.1585949863271212
1097,2.1363636363636362,1.5,2.3154852324020254
1098,0.9428571428571428,0,1.34913604474378
1099,1.5185185185185186,1,2.0261819033376804
1100,2.090909090909091,1,2.6709921628861313
1101,4.076923076923077,4,4.112208215819867
1102,0.8888888888888888,0,1.429840705968481
1103,1.6923076923076923,1,1.9953792776157775
1104,0.6428571428571429,0,0.8502920178852925
1105,1.2666666666666666,0.5,1.9286109586656033
1106,0.9714285714285714,0,1.4849383882190947
1107,1.1935483870967742,1,1.3764532886785437
1108,0.5909090909090909,0,1.0188498261704353
1109,0.9444444444444444,0,1.6551986405511998
1111,4.5,5,3.5032452487268535
1112,1.2758620689655173,1,1.5094121780192147
1113,0.9444444444444444,0,1.4529663145135578
1114,0.8378378378378378,0,1.2586040219561052
1115,0.8108108108108109,0,1.3299506640356134
1116,1.5185185185185186,0,2.118968732668911
1117,1.0909090909090908,1,1.4000811664783126
1118,1.5,0,2.0816659994661326
1119,0.6666666666666666,0,0.9283257067894753
1120,1.8333333333333333,1,2.0989990713312086
1121,0.8421052631578947,0,1.2197987381503443
1122,1.4444444444444444,0,1.9676876967127868
1123,0.5909090909090909,0,1.0851681215408313
1124,1.4642857142857142,1,1.815206199023556
1125,0.8421052631578947,0,1.4051318258724548
1126,0.7631578947368421,0,1.2613637091766516
1128,0.8421052631578947,1,0.9733285267845752
1129,0.725,0,1.3202078313465337
1131,1.3333333333333333,1,1.6259391627362754
1132,0.3877551020408163,0,0.7857142857142857
1133,1,0,1.632993161855452
1134,1.1875,0,1.6151999776318522
1135,0.44680851063829785,0,0.9280299526251686
1310,0.7435897435897436,0,1.4089553561704897
1311,1,0,1.3503812097939996
1312,1.0606060606060606,0,1.6759212753623367
1313,1.0909090909090908,1,1.4000811664783126
1314,1.7916666666666667,1,1.8410575095914816
1315,0.4,0,0.8329931278350429
1317,1.0606060606060606,0,1.4348212854610574
1318,0.8108108108108109,0,1.5062432634766434
1321,0.6428571428571429,0,1.0078092292238203
1322,1.2333333333333334,1,1.69549775690744
1323,0.8421052631578947,0,1.366121275718796
1324,2.0434782608695654,2,1.9651107040193392
1326,1.0588235294117647,0,1.5163987736218039
1327,1.5925925925925926,1,1.8451445484184714
1330,0.5555555555555556,0,0.8674821338363417
1331,2.933333333333333,3,2.4043611170022654
1332,1.5925925925925926,1,2.0240716629769056
1333,0.37254901960784315,0,0.9583482522282908
1334,1.3928571428571428,1,1.7286107827082526
1336,1.72,1,1.6206994374857624
1337,1.4285714285714286,0,1.8940173144144135
1338,0.8888888888888888,0,1.2136786531103994
1339,0.46808510638297873,0,1.039461897366953
1340,1.0294117647058822,1,1.2181778274338015
1341,0.8157894736842105,1,0.9545131250182723
1342,1.3,0,1.9852907369815707
1343,0.6046511627906976,0,0.9034203494477169
1344,2.526315789473684,2,2.4351231101124045
1345,0.5813953488372093,0,1.2195346134125038
1346,1,0,1.632993161855452
1347,0.8378378378378378,0,1.2136609794225788
1354,3.533333333333333,5,2.416215064536938
1355,0.7948717948717948,0,1.004712244205882
1357,0.7948717948717948,0,1.173826114162059
1358,0.40816326530612246,0,0.7884152709427833
1359,1.875,1,1.9849980834510514
1360,0.14754098360655737,0,0.5110794319793643
1361,1,0,1.497472618255253
1362,1.15625,1,1.2978735710582958
1363,3,2,3.278719262151
1364,0.5555555555555556,0,0.8932971498777985
1365,0.8648648648648649,0,1.2728393929008168
1366,1.5185185185185186,1,1.9487741782260966
1367,3,2,2.5
1368,0.7,0,0.9660917830792959
1369,0.7,0,1.0426789952710696
1370,0.7692307692307693,0,1.4227759830611806
1375,0.7,0,1.2649110640673518
1376,1.8695652173913044,1,2.05170323536517
1377,0.5909090909090909,0,1.2069215465183796
1378,0.5333333333333333,0,0.8944271909999159
1379,0.725,0,0.9333562268254528
1380,0.5813953488372093,0,0.8791922196115425
1381,0.627906976744186,0,1.2154414407541596
1382,0.7692307692307693,0,1.1801324292668545
1385,0.40816326530612246,0,0.761532647224737
1386,1.0588235294117647,1,1.4129525602833974
1390,2.090909090909091,0,3.0064864940593097
1392,0.8421052631578947,0,1.4430882011116877
1393,1,0,1.3719886811400708
1394,4.666666666666667,5.5,2.461829819586655
1395,2.4,2,2.348571794449599
1396,0.725,0,1.1319939294935537
1397,0.48936170212765956,0,1.0187874383738467
1398,2.7777777777777777,2,2.556549962824568
1400,0.5555555555555556,0,1.0125475422184014
1401,2.0434782608695654,2,1.551487874430841
1402,1,0,1.3926212476455828
1403,2.4545454545454546,2,2.621588692515909
1404,0.8108108108108109,0,1.1980965885250803
1405,1.9565217391304348,1,2.184204886942224
1406,3.0588235294117645,2,3.344222410278922
1408,1.5185185185185186,1,1.6494840771579824
1409,1.68,0,2.0960279896349987
1410,2.0454545454545454,1,2.339663645489662
1411,2.3,1,3.1970381029288575
1418,0.6829268292682927,0,1.2132399678184835
1420,1.68,1,1.8421002506197466
1422,1.4444444444444444,1,1.8257418583505538
1423,1.64,1,1.9765289440498124
1425,4,4,NA
1426,2.0434782608695654,1,2.3056898172991174
1427,4.833333333333333,2,6.278872703299727
1430,0.75,0,1.1491356841177722
1445,2.6315789473684212,0,4.192725529821986
1446,1.72,0,2.4583192089989723
1447,1.72,0,2.3366642891095846
